index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.tagesschau.de/inland/bund-laender-treffen-energiekrise-entlastungen-101.html,https://www.tagesschau.de/inland/bund-laender-treffen-energiekrise-entlastungen-101.html,0,www.tagesschau.de,Vor Bund-Länder-Treffen: Kommt heute der Fahrplan für den Winter?,"Gaspreisbremse, 49-Euro-Ticket, Wohngeld oder Flüchtlingsversorgung: Vor dem Bund-Länder-Gipfel ist der Druck groß, diesmal zu einer Einigung zu kommen. Beide Seiten geben sich vorsichtig optimistisch.",https://www.tagesschau.de/multimedia/bilder/kanzleramt-237~_v-original.jpg,2022-11-02T07:02:28Z,https://web.archive.org/web/20221102070332/http://www.tagesschau.de/inland/bund-laender-treffen-energiekrise-entlastungen-101.html,"Gaspreisbremse, 49-Euro-Ticket, Wohngeld oder Flüchtlingsversorgung: Vor dem Bund-Länder-Gipfel ist der Druck groß, diesmal zu einer Einigung zu kommen. Beide Seiten geben sich vorsichtig optimistisc… [+6228 chars]",,de,'Winter'
https://www.zeit.de/news/2022-11/02/den-winter-vorhersagen-das-ist-kompliziert,https://www.zeit.de/news/2022-11/02/den-winter-vorhersagen-das-ist-kompliziert,0,www.zeit.de,Klima: Den Winter vorhersagen? Das ist: kompliziert,,,2022-11-02T07:10:16Z,https://web.archive.org/web/20221103084727/https://www.zeit.de/news/2022-11/02/den-winter-vorhersagen-das-ist-kompliziert,"When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content. Some of the information stored on your device, … [+732 chars]",,de,'Winter'
https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/holzdiebstahl---holz-ist-das-neue-toilettenpapier---hoch-beim-holzklau--32871556.html,https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/holzdiebstahl---holz-ist-das-neue-toilettenpapier---hoch-beim-holzklau--32871556.html,0,www.stern.de,"Holzdiebstahl: ""Holz ist das neue Toilettenpapier"": Hoch beim Holzklau","Die Aussicht auf den nahenden Winter verleitet manch einen Heizofenbesitzer, sich im Wald mit Brennmaterial zu versorgen - ohne dafür zu bezahlen. Fast nichts ist vor Langfingern sicher. Können Waldbesitzer den Diebstahl mit Technik verhindern?",https://image.stern.de/32871558/t/9y/v2/w1440/r1.7778/-/02--urnnewsmldpacom2009010122110299350482v3w800h600l678t353r1791b1206jpeg---a8dd2b5128bdd611.jpg,2022-11-02T07:34:18Z,https://web.archive.org/web/20221102074258/https://www.stern.de/gesellschaft/regional/baden-wuerttemberg/holzdiebstahl---holz-ist-das-neue-toilettenpapier---hoch-beim-holzklau--32871556.html,"Die Aussicht auf den nahenden Winter verleitet manch einen Heizofenbesitzer, sich im Wald mit Brennmaterial zu versorgen - ohne dafür zu bezahlen. Fast nichts ist vor Langfingern sicher. Können Waldb… [+4262 chars]",,de,'Winter'
https://www.focus.de/auto/hohes-bussgeld-droht-mildes-wetter-bei-20-grad-darum-sollten-sie-jetzt-ihre-winterreifen-wechseln_id_175410629.html,https://www.focus.de/auto/hohes-bussgeld-droht-mildes-wetter-bei-20-grad-darum-sollten-sie-jetzt-ihre-winterreifen-wechseln_id_175410629.html,0,www.focus.de,Hohes Bußgeld droht - Mildes Wetter bei 20 Grad - darum sollten Sie jetzt Ihre Winterreifen wechseln,Wärmerekord bei 20 Grad und das Anfang November? Bei den milden Temperaturen denken wenige Autofahrende an die bekannte Faustregel „O bis O“ beim Reifenwechsel. Stattdessen fahren sie mit den Sommerreifen weiter. Doch ist das überhaupt erlaubt? FOCUS online k…,https://p6.focus.de/img/finanzen/news/id_144662703/winterreifen-werden-deutlich-teurer..jpg?im=Crop%3D%280%2C191%2C2048%2C1024%29%3BResize%3D%281200%2C627%29&impolicy=perceptual&quality=medium&hash=b2e27371729d2f224c789d3b008e80f1f884da2790304c6e5cf30134c505d07c,2022-11-02T11:14:43Z,https://web.archive.org/web/20221102122803/https://www.focus.de/auto/hohes-bussgeld-droht-mildes-wetter-bei-20-grad-darum-sollten-sie-jetzt-ihre-winterreifen-wechseln_id_175410629.html,Wärmerekord bei 20 Grad und das Anfang November? Bei den milden Temperaturen denken wenige Autofahrende an die bekannte Faustregel O bis O beim Reifenwechsel. Stattdessen fahren sie mit den Sommerrei… [+5543 chars],,de,'Winter'
https://www.welt.de/politik/deutschland/video241922861/Energiekrise-Warum-wird-nicht-sofort-die-Mehrwertsteuer-auf-alle-Energietraeger-gesenkt.html,https://www.welt.de/politik/deutschland/video241922861/Energiekrise-Warum-wird-nicht-sofort-die-Mehrwertsteuer-auf-alle-Energietraeger-gesenkt.html,0,www.welt.de,„Warum wird nicht sofort die Mehrwertsteuer auf alle Energieträger gesenkt?“,"Andreas Jung (CDU) vermisst überzeugende Antworten für den Winter, auch für den Mittelstand, für Menschen, die mit Öl und Pellets heizen. Diese sollen nach jetzigen Plänen in Härtefallfonds gesteckt werden. „Das sind keine Härtefälle, die gehören zur Mitte un…",https://img.welt.de/img/politik/deutschland/mobile241923699/8001350477-ci16x9-w1200/314152262-jpg.jpg,2022-11-02T12:41:47Z,https://web.archive.org/web/20221102132114/http://www.welt.de/politik/deutschland/video241922861/Energiekrise-Warum-wird-nicht-sofort-die-Mehrwertsteuer-auf-alle-Energietraeger-gesenkt.html,"Die WELT als ePaper: Die vollständige Ausgabe steht Ihnen bereits am Vorabend zur Verfügung so sind Sie immer hochaktuell informiert. Weitere Informationen: http://epaper.welt.de 
 Der Kurz-Link die… [+49 chars]",,de,'Winter'
https://www.freitag.de/autoren/der-freitag/abschlussbericht-der-gaspreis-kommission-ampel-entlastet-die-buerger-zu-wenig,https://www.freitag.de/autoren/der-freitag/abschlussbericht-der-gaspreis-kommission-ampel-entlastet-die-buerger-zu-wenig,0,www.freitag.de,Energiekrise | Abschlussbericht der Gaspreis-Kommission: Ein Quantum Wumms,"Während Heizen viermal teurer wird, verschläft es die Regierung, für Entlastung zu sorgen. Das zeigt der Abschlussbericht der Gaspreis-Kommission. Was es bräuchte: dauerhafte Regulierungen. Doch das wird nicht nur auf der EU-Ebene schwer In diesem Herbst spie…",https://www.freitag.de/autoren/der-freitag/abschlussbericht-der-gaspreis-kommission-ampel-entlastet-die-buerger-zu-wenig/@@images/social_image,2022-11-02T13:00:00Z,https://web.archive.org/web/20221102140126/https://www.freitag.de/autoren/der-freitag/abschlussbericht-der-gaspreis-kommission-ampel-entlastet-die-buerger-zu-wenig,"In diesem Herbst spielt wirklich alles verrückt: die Temperaturen, der Gasmarkt, die Politik. Am vernünftigsten verhalten sich noch die Verbraucherinnen und Verbraucher, die laut neuesten Zahlenbishe… [+6903 chars]",,de,'Herbst'
https://www.zeit.de/news/2022-11/02/ramelow-wird-in-diesem-winter-keine-gasmangellage-geben,https://www.zeit.de/news/2022-11/02/ramelow-wird-in-diesem-winter-keine-gasmangellage-geben,0,www.zeit.de,Energie: Ramelow: Wird in diesem Winter keine Gasmangellage geben,,,2022-11-02T18:32:08Z,https://web.archive.org/web/20221102184823/https://www.zeit.de/news/2022-11/02/ramelow-wird-in-diesem-winter-keine-gasmangellage-geben,"When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content. Some of the information stored on your device, … [+732 chars]",,de,'Winter'
https://www.stern.de/gesellschaft/regional/thueringen/energie--ramelow--wird-in-diesem-winter-keine-gasmangellage-geben-32874094.html,https://www.stern.de/gesellschaft/regional/thueringen/energie--ramelow--wird-in-diesem-winter-keine-gasmangellage-geben-32874094.html,0,www.stern.de,Energie: Ramelow: Wird in diesem Winter keine Gasmangellage geben,"Thüringens Ministerpräsident Bodo Ramelow sieht die Gefahr eines akuten Gasmangels in diesem Winter gebannt. ""Es wird in diesem Winter keine Gasmangellage geben"", sagte der Linke-Politiker am Mittwoch nach Beratungen von Bund und Ländern. Man werde ausreichen…",https://image.stern.de/32874096/t/Vi/v1/w1440/r1.7778/-/02--urnnewsmldpacom2009010122110299360347v3w800h600l865t166r2124b1400jpeg---ac98f5fdf4680706.jpg,2022-11-02T18:32:08Z,https://web.archive.org/web/20221102185501/https://www.stern.de/gesellschaft/regional/thueringen/energie--ramelow--wird-in-diesem-winter-keine-gasmangellage-geben-32874094.html,"Thüringens Ministerpräsident Bodo Ramelow sieht die Gefahr eines akuten Gasmangels in diesem Winter gebannt. ""Es wird in diesem Winter keine Gasmangellage geben"", sagte der Linke-Politiker am Mittwoc… [+1349 chars]",,de,'Winter'
https://www.bild.de/politik/inland/politik-inland/der-winter-kann-kommen-gasspeicher-zu-99-19-prozent-voll-81816938.bild.html,https://www.bild.de/politik/inland/politik-inland/der-winter-kann-kommen-gasspeicher-zu-99-19-prozent-voll-81816938.bild.html,0,www.bild.de,"Der Winter kann kommen - Gasspeicher zu 99,19 Prozent voll",Der Winter kann kommen! Bis auf zwei haben am Stichtag 1. November alle Gasspeicher in Deutschland den gesetzlich vorgeschriebenen Füllstand erreicht.,"https://images.bild.de/6362d79cb070c35e42abd14b/e717315891836fccd1771f3ee3920da1,51f2cbdd?w=1280",2022-11-02T21:06:41Z,https://web.archive.org/web/20221102213112/http://www.bild.de/politik/inland/politik-inland/der-winter-kann-kommen-gasspeicher-zu-99-19-prozent-voll-81816938.bild.html,"Der Winter kann kommen!
Bis auf zwei haben am Stichtag 1. November alle Gasspeicher in Deutschland den gesetzlich vorgeschriebenen Füllstand von mindestens 95 Prozent erreicht. Dies ging am Mittwoch… [+1611 chars]",,de,'Winter'
https://www.stern.de/news/iea-warnt-vor-gasmangel-in-europa-im-winter-2023-24-32876562.html,https://www.stern.de/news/iea-warnt-vor-gasmangel-in-europa-im-winter-2023-24-32876562.html,0,www.stern.de,IEA warnt vor Gasmangel in Europa im Winter 2023/24,"Die Internationale Energieagentur (IEA) warnt vor Gasmangel in Europa im Winter 2023/24. Etwa 30 Milliarden Kubikmeter könnten dann fehlen, schätzte die Agentur am Donnerstag in Paris. Dies könne etwa der Fall sein, wenn Russland seine Lieferungen bis dahin k…",https://image.stern.de/32876564/t/pQ/v1/w1440/r1.7778/-/03--gasflamme---0ff8e5a944147f0e.jpg,2022-11-03T13:47:28Z,,"Die Internationale Energieagentur (IEA) warnt vor Gasmangel in Europa im Winter 2023/24. Etwa 30 Milliarden Kubikmeter könnten dann fehlen, schätzte die Agentur am Donnerstag in Paris. Dies könne etw… [+776 chars]",,de,'Winter'
https://www.morgenpost.de/wirtschaft/article236819579/Verband-warnt-vor-Sorglosigkeit-wegen-voller-Gasspeicher.html,https://www.morgenpost.de/wirtschaft/article236819579/Verband-warnt-vor-Sorglosigkeit-wegen-voller-Gasspeicher.html,0,www.morgenpost.de,Energiekrise: Verband warnt vor Sorglosigkeit wegen voller Gasspeicher,"Die Speicher sind voll, der Winter kann kommen? Nein, sagen die Speicherbetreiber und die Bundesnetzagentur. Kräftiges Sparen sei weiter angesagt.",https://img.morgenpost.de/img/wirtschaft/crop236819575/682260206-w820-cv16_9-q85/Gasspeicher.jpg,2022-11-03T13:59:31Z,,"Berlin. Der Verband der deutschen Gasspeicherbetreiber hat vor dem Hintergrund fast voller Speicher davor gewarnt, die Krise auf die leichte Schulter zu nehmen. Nach der Vorsorgephase treten wir jetz… [+2222 chars]",,de,'Winter'
https://www.faz.net/aktuell/wirtschaft/praemie-statt-gaspreisbremse-so-kann-die-eu-helfen-18404641.html,https://www.faz.net/aktuell/wirtschaft/praemie-statt-gaspreisbremse-so-kann-die-eu-helfen-18404641.html,0,www.faz.net,So kommt Europa durch den Winter,"Die EU streitet über den Weg aus der Energiekrise.  Hier kommt ein Vorschlag, der alle zufriedenstellen könnte.",https://media1.faz.net/ppmedia/aktuell/1075512923/1.8404637/facebook_teaser/damit-die-heizung-nicht-kalt.jpg,2022-11-03T14:11:18Z,https://web.archive.org/web/20221103141209/http://www.faz.net/aktuell/wirtschaft/praemie-statt-gaspreisbremse-so-kann-die-eu-helfen-18404641.html,"Es wird zu wenig Gas eingespart, in Deutschland und in Europa. Seit Jahresbeginn hat Deutschland lediglich 11 Prozent weniger Gas verbraucht als im Vorjahreszeitraum. Innerhalb der EU waren es sogar … [+3540 chars]",,de,'Winter'
https://www.brigitte.de/aktuell/buzz/wetter--erwartet-uns-bald-der-erste-schnee---13418712.html,https://www.brigitte.de/aktuell/buzz/wetter--erwartet-uns-bald-der-erste-schnee---13418712.html,0,www.brigitte.de,Fieser Kälteeinbruch: Kommt in 3 Wochen der erste Schnee?,Der goldene Herbst hat uns noch so einige spätsommerliche Temperaturen beschert. Doch klar ist: Lange kann es nicht mehr so warm bleiben. Wann erwartet uns also der Kälteeinbruch?,https://image.brigitte.de/13418716/t/KH/v2/w1440/r1.7778/-/fieser-kaelteeinbruch-kommt-erster-schnee-in-3-wochen.jpg,2022-11-03T15:19:21Z,https://web.archive.org/web/20221103165258/https://www.brigitte.de/aktuell/buzz/wetter--erwartet-uns-bald-der-erste-schnee---13418712.html,"03.11.2022, 16:19
 1 Min.
Der goldene Herbst hat uns noch so einige spätsommerliche Temperaturen beschert. Doch klar ist: Lange kann es nicht mehr so warm bleiben. Wann erwartet uns also der Kältee… [+1831 chars]",,de,'Schnee'
https://www.stern.de/wirtschaft/news/energiekrise--volle-gasspeicher--branchenverband-warnt-vor-sorglosigkeit-32877250.html,https://www.stern.de/wirtschaft/news/energiekrise--volle-gasspeicher--branchenverband-warnt-vor-sorglosigkeit-32877250.html,0,www.stern.de,Energiekrise: Volle Gasspeicher: Branchenverband warnt vor Sorglosigkeit,"Die Gasspeicher sind gefüllt, der Winter kann kommen? Nein, heißt es von den Speicherbetreiber und die Bundesnetzagentur. Kräftiges Sparen sei weiter angesagt. 2023 könnte sich alles noch verschärfen.",https://image.stern.de/32877252/t/1M/v1/w1440/r1.7778/-/03--urnnewsmldpacom2009010122110399372744v3w800h600l518t250r1798b1128jpeg---6a7a85dafac74d47.jpg,2022-11-03T16:15:19Z,,"Die Gasspeicher sind gefüllt, der Winter kann kommen? Nein, heißt es von den Speicherbetreiber und die Bundesnetzagentur. Kräftiges Sparen sei weiter angesagt. 2023 könnte sich alles noch verschärfen… [+3405 chars]",,de,'Winter'
https://www.zeit.de/news/2022-11/04/xxl-winter-fuer-skispringer-geiger-bisschen-entzerrter,https://www.zeit.de/news/2022-11/04/xxl-winter-fuer-skispringer-geiger-bisschen-entzerrter,0,www.zeit.de,Saisonstart in Wisla: XXL-Winter für Skispringer - Geiger: «Bisschen entzerrter»,,,2022-11-04T08:41:45Z,https://web.archive.org/web/20221104085247/https://www.zeit.de/news/2022-11/04/xxl-winter-fuer-skispringer-geiger-bisschen-entzerrter,"When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content. Some of the information stored on your device, … [+732 chars]",,de,'Winter'
