index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://www.tagesschau.de/wirtschaft/unternehmen/energiesparen-events-beleuchtung-101.html,https://www.tagesschau.de/wirtschaft/unternehmen/energiesparen-events-beleuchtung-101.html,0,www.tagesschau.de,Events in der Energiekrise: Licht an oder aus?,"Für die Veranstaltungsbranche kommen Energiespardebatten zur Unzeit. Die Inflation trifft sie hart, der nächste Pandemie-Winter steht bevor - und jetzt soll auch noch das Licht aus bleiben.<em> Von Stephan Lenhardt.</em>",https://www.tagesschau.de/multimedia/bilder/dom-dunkel-101~_v-original.jpg,2022-10-02T06:59:31Z,https://web.archive.org/web/20221002070030/http://www.tagesschau.de/wirtschaft/unternehmen/energiesparen-events-beleuchtung-101.html,"Für die Veranstaltungsbranche kommen Energiespardebatten zur Unzeit. Die Inflation trifft sie hart, der nächste Pandemie-Winter steht bevor - und jetzt soll auch noch das Licht aus bleiben.
""Gerade … [+4392 chars]",,de,'Winter'
https://www.tagesschau.de/inland/gesellschaft/skigebiete-103.html,https://www.tagesschau.de/inland/gesellschaft/skigebiete-103.html,0,www.tagesschau.de,Energiepreise: Eingeschränktes Skivergnügen,"Seilbahnen, die langsamer fahren, weniger Beschneiung - und erhöhte Ticketpreise: Die Skigebiete in Deutschland bereiten sich auf einen harten Winter vor. Für Skifahrer bedeutet das Einschränkungen. <em>Von Eva Macht und Ina Held.</em>",https://www.tagesschau.de/multimedia/bilder/feldberg-119~_v-original.jpg,2022-10-03T05:18:05Z,https://web.archive.org/web/20221003051828/http://www.tagesschau.de/inland/gesellschaft/skigebiete-103.html,"Seilbahnen, die langsamer fahren, weniger Beschneiung - und erhöhte Ticketpreise: Die Skigebiete in Deutschland bereiten sich auf einen harten Winter vor. Für Skifahrer bedeutet das Einschränkungen. … [+3748 chars]",,de,'Winter'
https://www.chip.de/news/Heizkosten-senken-Die-besten-Ofenventilatoren_184442133.html,https://www.chip.de/news/Heizkosten-senken-Die-besten-Ofenventilatoren_184442133.html,0,www.chip.de,Heizkosten senken: Die besten Ofenventilatoren,"Heizen kann in diesem Herbst und Winter zu einer bösen Kostenfalle werden. Ein Ofenventilator kann Ihnen dabei helfen, Heizkosten zu sparen und trotzdem das Heim schön warm zu halten.",https://www.chip.de/ii/1/2/6/6/7/2/5/7/7/ofenventilatoren-60020e1313356b1e.jpg,2022-10-03T14:15:00Z,https://web.archive.org/web/20221003174600/https://www.chip.de/news/Heizkosten-senken-Die-besten-Ofenventilatoren_184442133.html,"<td>
 Abmessungen 
</td><td>
 16 x 11,5 x 21,5 Zentimeter
</td><td>
 21 x 12,5 x 23 Zentimeter
</td><td>
 20,2 x 17,4 x 11,2 Zentimeter
</td><td>
 22,1 x 17 x 9,1 Zentimeter
</td>",,de,'Winter'
https://www.welt.de/wirtschaft/article241399811/Energiekrise-EU-Kommission-bereitet-Europa-auf-Blackouts-im-Winter-vor.html,https://www.welt.de/wirtschaft/article241399811/Energiekrise-EU-Kommission-bereitet-Europa-auf-Blackouts-im-Winter-vor.html,0,www.welt.de,EU-Kommission bereitet Europa auf Blackouts im Winter vor,Die EU-Kommission bereitet sich auf Stromausfälle und andere Notlagen auch innerhalb der Europäischen Union vor. Zwei konkrete Szenarien hat man dabei im Blick. Zur deutschen Gaspreisbremse hat man in Brüssel noch Fragen.,https://img.welt.de/img/wirtschaft/mobile241399831/6841359787-ci16x9-w1200/317629634.jpg,2022-10-04T05:20:00Z,https://web.archive.org/web/20221004055438/https://www.welt.de/wirtschaft/article241399811/Energiekrise-EU-Kommission-bereitet-Europa-auf-Blackouts-im-Winter-vor.html,"Angesichts des Ukraine-Krieges und der Energiekrise hält die EU-Kommission Stromausfälle und andere Notlagen innerhalb der EU für möglich. Es ist gut möglich, dass Katastrophenhilfe auch innerhalb de… [+3056 chars]",,de,'Winter'
https://www.nzz.ch/wissenschaft/klimawandel-studie-extreme-duerre-in-europa-alle-20-jahre-ld.1706262,https://www.nzz.ch/wissenschaft/klimawandel-studie-extreme-duerre-in-europa-alle-20-jahre-ld.1706262,0,www.nzz.ch,Klimawandel-Studie: Extreme Dürre in Europa alle 20 Jahre zu erwarten,Teile Europas haben einen beispiellosen Dürresommer erlebt. Schon mit dem heutigen Stand des Klimawandels muss der Kontinent damit nun alle 20 Jahre rechnen. Doch die Erde heizt sich weiter auf.,"https://img.nzz.ch/2022/10/07/d1b8064a-e3c7-41b6-a23e-983e35153e7e.jpeg?width=1200&height=675&fit=bound&quality=75&auto=webp&crop=1920,1080,x0,y0&wmark=nzz",2022-10-07T02:54:28Z,https://web.archive.org/web/20221007031538/https://www.nzz.ch/wissenschaft/klimawandel-studie-extreme-duerre-in-europa-alle-20-jahre-ld.1706262,"Die Forscher können belegen, dass durch den Klimawandel verursachte höhere Temperaturen zu den weit verbreiteten Dürren in diesem Sommer geführt haben.
Als Folge des Klimawandels müssen West- und Mi… [+3339 chars]",,de,'Dürre'
https://steiermark.orf.at/stories/3177070/,https://steiermark.orf.at/stories/3177070/,0,steiermark.orf.at,19 Grad: Niemand soll frieren,"Um Energie zu sparen, empfiehlt die EU ihren Mitgliedern, im kommenden Winter die Temperatur in öffentlichen Innenräumen auf 19 Grad zu senken. Auch in der Steiermark soll gespart werden, aber zugleich soll niemand zum Frieren gezwungen werden.",https://ibs.orf.at/stm?image=https%3A%2F%2Foekastatic.orf.at%2Fmims%2F2022%2F41%2F32%2Fcrops%2Fw%3D1200%2Ch%3D627%2Cq%3D75%2F1528157_master_556832_b018d372-a3f4-4037-9a90-76fc477e09be.jpg%3Fs%3D09367941673ace25cbf452e0f7777e6eb48fdc4e,2022-10-07T16:53:00Z,https://web.archive.org/web/20221007172219/https://steiermark.orf.at/stories/3177070/,Auf maximal 19 Grad soll die Temperatur in Büros und Gebäuden nach dem Notfallplan der EU gesenkt werden. So strikt will man beim Land Steiermark aber nicht vorgehen ein Regierungsbeschluss gibt als … [+1839 chars],,de,'Winter'
https://www.zeit.de/news/2022-10/08/spd-chefin-deutschland-kommt-trotz-gaskrise-durch-winter,https://www.zeit.de/news/2022-10/08/spd-chefin-deutschland-kommt-trotz-gaskrise-durch-winter,0,www.zeit.de,Energiekrise: SPD-Chefin: Deutschland kommt trotz Gaskrise durch Winter,,,2022-10-08T00:15:43Z,,"When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content. Some of the information stored on your device, … [+732 chars]",,de,'Winter'
https://www.bild.de/news/wetter/wetter/herrlich-herbstlich-der-goldene-oktober-sonnt-sich-weiter-81554758.bild.html,https://www.bild.de/news/wetter/wetter/herrlich-herbstlich-der-goldene-oktober-sonnt-sich-weiter-81554758.bild.html,0,www.bild.de,Herrlich herbstlich - Der goldene Oktober geht in die Verlängerung!,"Schönster Sonnenschein, immer über 20 Grad. Was für einen wunderschönen goldenen Oktober können wir gerade genießen! Hoch Timeo gibt alles: Herbstwetter ...","https://images.bild.de/63412d5b487de368f3659fdf/dc273268f16d678c125e714ecc8151c2,1280a423?w=1280",2022-10-08T09:47:54Z,https://web.archive.org/web/20221008120144/https://www.bild.de/news/wetter/wetter/herrlich-herbstlich-der-goldene-oktober-sonnt-sich-weiter-81554758.bild.html,"Schönster Sonnenschein, immer über 20 Grad. Was für einen wunderschönen goldenen Oktober können wir gerade genießen! Hoch Timeo gibt alles: Herbstwetter für Ausflüge und Wanderungen.
Die Höchstwerte… [+1294 chars]",,de,'Herbst'
https://www.zeit.de/news/2022-10/09/hochschulen-wollen-diesen-winter-in-praesenz-lehren,https://www.zeit.de/news/2022-10/09/hochschulen-wollen-diesen-winter-in-praesenz-lehren,0,www.zeit.de,Hochschulen: Hochschulen wollen diesen Winter in Präsenz lehren,,,2022-10-09T07:27:57Z,https://web.archive.org/web/20221011075700/https://www.zeit.de/news/2022-10/09/hochschulen-wollen-diesen-winter-in-praesenz-lehren,"When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content. Some of the information stored on your device, … [+732 chars]",,de,'Winter'
https://www.welt.de/wirtschaft/article241496529/Proteste-Teure-Energie-drohende-Rezession-Trifft-die-Krise-den-Osten-haerter.html,https://www.welt.de/wirtschaft/article241496529/Proteste-Teure-Energie-drohende-Rezession-Trifft-die-Krise-den-Osten-haerter.html,0,www.welt.de,"Teure Energie, drohende Rezession – Trifft die Krise den Osten härter?",Der „Heiße Herbst“ von links und rechts zündet vor allem bei vielen Menschen im Osten. Sie sehen sich in der Krise besonders hart getroffen. Ökonomen sagen: Einige Fakten sprechen dagegen.,https://img.welt.de/img/newsticker/dpa_nt/infoline_nt/wirtschaft_nt/mobile241496197/2121358407-ci16x9-w1200/Demonstration-in-Halle.jpg,2022-10-09T09:18:20Z,https://web.archive.org/web/20221009093230/https://www.welt.de/wirtschaft/article241496529/Proteste-Teure-Energie-drohende-Rezession-Trifft-die-Krise-den-Osten-haerter.html,"Knappes Gas, teurer Sprit, steigende Preise für Brot und Butter: Krisenstimmung herrscht fast überall im Land, aber im Osten noch mehr als im Westen. Tausende protestieren jede Woche montags in Schwe… [+5791 chars]",,de,'Herbst'
